"REF_DATE","GEO","DGUID","Age of mother","Marital status of mother","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Total, marital status of mother","Number of live births","Number","223","units","0","v21401411","1.7.1.1","57733","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Total, marital status of mother","Percentage of live births","Percentage","242","units","0","v21401412","1.7.1.2","100.0","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, single (never married)","Number of live births","Number","223","units","0","v21401413","1.7.2.1","8289","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, single (never married)","Percentage of live births","Percentage","242","units","0","v21401414","1.7.2.2","14.4","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, married","Number of live births","Number","223","units","0","v21401415","1.7.3.1","43532","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, married","Percentage of live births","Percentage","242","units","0","v21401416","1.7.3.2","75.4","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, widowed","Number of live births","Number","223","units","0","v21401417","1.7.4.1","41","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, widowed","Percentage of live births","Percentage","242","units","0","v21401418","1.7.4.2","0.1","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, divorced","Number of live births","Number","223","units","0","v21401419","1.7.5.1","1083","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, divorced","Percentage of live births","Percentage","242","units","0","v21401420","1.7.5.2","1.9","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, separated","Number of live births","Number","223","units","0","v21401421","1.7.6.1","278","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, separated","Percentage of live births","Percentage","242","units","0","v21401422","1.7.6.2","0.5","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, not stated","Number of live births","Number","223","units","0","v21401423","1.7.7.1","4510","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, not stated","Percentage of live births","Percentage","242","units","0","v21401424","1.7.7.2","7.8","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Total, marital status of mother","Number of live births","Number","223","units","0","v21401425","1.8.1.1","11364","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Total, marital status of mother","Percentage of live births","Percentage","242","units","0","v21401426","1.8.1.2","100.0","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, single (never married)","Number of live births","Number","223","units","0","v21401427","1.8.2.1","1588","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, single (never married)","Percentage of live births","Percentage","242","units","0","v21401428","1.8.2.2","14.0","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, married","Number of live births","Number","223","units","0","v21401429","1.8.3.1","8177","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, married","Percentage of live births","Percentage","242","units","0","v21401430","1.8.3.2","72.0","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, widowed","Number of live births","Number","223","units","0","v21401431","1.8.4.1","29","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, widowed","Percentage of live births","Percentage","242","units","0","v21401432","1.8.4.2","0.3","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, divorced","Number of live births","Number","223","units","0","v21401433","1.8.5.1","378","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, divorced","Percentage of live births","Percentage","242","units","0","v21401434","1.8.5.2","3.3","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, separated","Number of live births","Number","223","units","0","v21401435","1.8.6.1","70","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, separated","Percentage of live births","Percentage","242","units","0","v21401436","1.8.6.2","0.6","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, not stated","Number of live births","Number","223","units","0","v21401437","1.8.7.1","1122","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, not stated","Percentage of live births","Percentage","242","units","0","v21401438","1.8.7.2","9.9","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Total, marital status of mother","Number of live births","Number","223","units","0","v21401439","1.9.1.1","605","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Total, marital status of mother","Percentage of live births","Percentage","242","units","0","v21401440","1.9.1.2","100.0","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Marital status of mother, single (never married)","Number of live births","Number","223","units","0","v21401441","1.9.2.1","81","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Marital status of mother, single (never married)","Percentage of live births","Percentage","242","units","0","v21401442","1.9.2.2","13.4","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Marital status of mother, married","Number of live births","Number","223","units","0","v21401443","1.9.3.1","425","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Marital status of mother, married","Percentage of live births","Percentage","242","units","0","v21401444","1.9.3.2","70.2","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Marital status of mother, widowed","Number of live births","Number","223","units","0","v21401445","1.9.4.1","2","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Marital status of mother, widowed","Percentage of live births","Percentage","242","units","0","v21401446","1.9.4.2","0.3","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Marital status of mother, divorced","Number of live births","Number","223","units","0","v21401447","1.9.5.1","32","","","","0"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Marital status of mother, divorced","Percentage of live births","Percentage","242","units","0","v21401448","1.9.5.2","5.3","","","","1"
"2009","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Marital status of mother, separated","Number of live births","Number","223","units","0","v21401449","1.9.6.1","5","","","","0"
